ANP,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,PROCEDENCIA,EDAD,FECHA,VISITAS_E1,VISITAS_E2A3,VISITAS_E3A30,FECHA_CORTE,TIPO_ESTADIA_PREDOMINANTE,ANIO,MES
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,NACIONAL,ADULTO,20230831,7506,0,0,20240527,1 día,2023,8
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,NACIONAL,INFANTE,20230731,167,0,0,20240527,1 día,2023,7
RP Nor Yauyos-Cochas,Centro,LIMA,YAUYOS,HUANCAYA,151014.0,EXTRANJERO,ADULTO,20230531,0,67,0,20240527,2 a 3 días,2023,5
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,LOCAL,MENOR,20220731,1359,0,0,20240527,1 día,2022,7
RP Nor Yauyos-Cochas,Centro,LIMA,YAUYOS,HUANCAYA,151014.0,EXTRANJERO,ADULTO,20230731,49,776,0,20240527,2 a 3 días,2023,7
"RN Sistema de Islas, Islotes y Puntas Guaneras",Punta Coles,No especificado,No especificado,No especificado,0.0,NACIONAL,ADULTO MAYOR,20230731,1,0,0,20240527,1 día,2023,7
PN Yanachaga-Chemillén,San Alberto,PASCO,OXAPAMPA,PALCAZU,190304.0,NACIONAL,MENOR,20220228,1,0,0,20240527,1 día,2022,2
PN Huascarán,Cashapampa,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20230531,62,0,0,20240527,1 día,2023,5
PN Huascarán,Churup,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20221031,910,0,0,20240527,1 día,2022,10
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,NACIONAL,ADULTO MAYOR,20221031,99,0,0,20240527,1 día,2022,10
RN Tambopata,Malinowsky,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,EXTRANJERO,ADULTO MAYOR,20220731,20,0,14,20240527,1 día,2022,7
"RN Sistema de Islas, Islotes y Puntas Guaneras",Isla Ballestas,No especificado,No especificado,No especificado,0.0,NACIONAL,ADULTO,20220228,46835,0,0,20240527,1 día,2022,2
RN Tambopata,La Torre,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,EXTRANJERO,MENOR,20231130,3,0,0,20240527,1 día,2023,11
"RN Sistema de Islas, Islotes y Puntas Guaneras",Punta San Juan,No especificado,No especificado,No especificado,0.0,LOCAL,ADULTO,20220131,16,0,0,20240527,1 día,2022,1
RN Tambopata,Sandoval,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,NACIONAL,INFANTE,20220228,31,0,0,20240527,1 día,2022,2
PN de Tingo María,Tres de Mayo,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100606.0,NACIONAL,ADULTO,20230430,24,0,0,20240527,1 día,2023,4
SN Lagunas de Mejía,No especificado,AREQUIPA,ISLAY,DEAN VALDIVIA,40703.0,LOCAL,INFANTE,20230131,4,0,0,20240527,1 día,2023,1
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,LOCAL,INFANTE,20230930,85,0,0,20240527,1 día,2023,9
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,EXTRANJERO,ADULTO MAYOR,20221031,2,0,0,20240527,1 día,2022,10
PN Huascarán,Churup,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20231031,0,232,32,20240527,2 a 3 días,2023,10
PN del Manu,Alto Andino,MADRE DE DIOS,MANU,MANU,170201.0,NACIONAL,ADULTO,20220331,1,0,0,20240527,1 día,2022,3
"RN Sistema de Islas, Islotes y Puntas Guaneras",Punta Coles,No especificado,No especificado,No especificado,0.0,LOCAL,MENOR,20220531,165,0,0,20240527,1 día,2022,5
RN San Fernando,No especificado,ICA,NASCA,CHANGUILLO,110302.0,EXTRANJERO,ADULTO,20221130,31,0,0,20240527,1 día,2022,11
PN Huascarán,Llaca,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20220430,40,35,7,20240527,1 día,2022,4
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,NACIONAL,ADULTO MAYOR,20220731,342,0,0,20240527,1 día,2022,7
PN Yanachaga-Chemillén,San Alberto,PASCO,OXAPAMPA,PALCAZU,190304.0,NACIONAL,MENOR,20230430,5,0,0,20240527,1 día,2023,4
PN Yanachaga-Chemillén,San Alberto,PASCO,OXAPAMPA,PALCAZU,190304.0,NACIONAL,MENOR,20220131,1,0,0,20240527,1 día,2022,1
SH Bosque de Pomac,No especificado,LAMBAYEQUE,FERREÑAFE,PITIPO,140205.0,NACIONAL,ADULTO,20220531,156,0,0,20240527,1 día,2022,5
RN Tambopata,Sandoval,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,EXTRANJERO,ADULTO,20230131,464,13,0,20240527,1 día,2023,1
PN Huascarán,Purhuay,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,NACIONAL,ADULTO,20230228,75,0,0,20240527,1 día,2023,2
PN Yanachaga-Chemillén,San Alberto,PASCO,OXAPAMPA,PALCAZU,190304.0,LOCAL,ADULTO,20230731,40,3,0,20240527,1 día,2023,7
RN Tambopata,Sandoval,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,NACIONAL,ADULTO,20221130,825,22,1,20240527,1 día,2022,11
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,NACIONAL,ADULTO MAYOR,20230531,1016,0,0,20240527,1 día,2023,5
PN del Río Abiseo,No especificado,SAN MARTIN,MARISCAL CACERES,HUICUNGO,220603.0,NACIONAL,ADULTO,20230831,19,28,0,20240527,2 a 3 días,2023,8
RN Tambopata,Malinowsky,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,NACIONAL,ADULTO MAYOR,20230630,6,0,0,20240527,1 día,2023,6
SH de Chacamarca,No especificado,JUNIN,JUNIN,JUNIN,120501.0,NACIONAL,ADULTO,20220228,5,0,0,20240527,1 día,2022,2
PN Huascarán,Churup,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20230630,543,43,58,20240527,1 día,2023,6
PN de Tingo María,Tres de Mayo,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100606.0,LOCAL,MENOR,20220831,66,0,0,20240527,1 día,2022,8
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,LOCAL,INFANTE,20221031,50,0,0,20240527,1 día,2022,10
SH Bosque de Pomac,No especificado,LAMBAYEQUE,FERREÑAFE,PITIPO,140205.0,NACIONAL,ADULTO MAYOR,20231130,21,0,0,20240527,1 día,2023,11
PN de Tingo María,Cueva de las Lechuzas,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100606.0,LOCAL,ADULTO,20230228,3117,0,0,20240527,1 día,2023,2
PN Huascarán,Cashapampa,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20220331,22,0,0,20240527,1 día,2022,3
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,LOCAL,ADULTO,20231031,5952,0,0,20240527,1 día,2023,10
PN Yanachaga-Chemillén,Huampal,PASCO,OXAPAMPA,PALCAZU,190304.0,LOCAL,ADULTO,20220331,0,2,0,20240527,2 a 3 días,2022,3
"RN Sistema de Islas, Islotes y Puntas Guaneras",Punta Coles,No especificado,No especificado,No especificado,0.0,NACIONAL,ADULTO MAYOR,20220430,6,0,0,20240527,1 día,2022,4
RP Nor Yauyos-Cochas,Norte,LIMA,YAUYOS,HUANCAYA,151014.0,EXTRANJERO,ADULTO,20230930,46,0,0,20240527,1 día,2023,9
RP Nor Yauyos-Cochas,Noroeste,LIMA,YAUYOS,HUANCAYA,151014.0,LOCAL,ADULTO,20230831,0,39,0,20240527,2 a 3 días,2023,8
RN de Lachay,No especificado,LIMA,HUAURA,HUACHO,150801.0,EXTRANJERO,ADULTO,20220630,19,0,0,20240527,1 día,2022,6
"RN Sistema de Islas, Islotes y Puntas Guaneras",Punta Coles,No especificado,No especificado,No especificado,0.0,LOCAL,INFANTE,20220228,3,0,0,20240527,1 día,2022,2
PN del Manu,Alto Andino,MADRE DE DIOS,MANU,MANU,170201.0,LOCAL,ADULTO,20221130,13,0,0,20240527,1 día,2022,11
PN Yanachaga-Chemillén,Huampal,PASCO,OXAPAMPA,PALCAZU,190304.0,EXTRANJERO,ADULTO,20220731,0,2,0,20240527,2 a 3 días,2022,7
"RN Sistema de Islas, Islotes y Puntas Guaneras",Islas Cavinza e Islotes Palomino,No especificado,No especificado,No especificado,0.0,EXTRANJERO,INFANTE,20220731,1,0,0,20240527,1 día,2022,7
BP Alto Mayo,Ruta de las aves,SAN MARTIN,RIOJA,PARDO MIGUEL,220805.0,NACIONAL,ADULTO MAYOR,20230331,3,0,0,20240527,1 día,2023,3
"RN Sistema de Islas, Islotes y Puntas Guaneras",Islas Cavinza e Islotes Palomino,No especificado,No especificado,No especificado,0.0,NACIONAL,MENOR,20220630,9,0,0,20240527,1 día,2022,6
RN del Titicaca,Titino,PUNO,HUANCANE,HUANCANE,210601.0,NACIONAL,ADULTO,20230630,89,0,0,20240527,1 día,2023,6
RN Tambopata,Sandoval,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,EXTRANJERO,MENOR,20220831,301,13,3,20240527,1 día,2022,8
RN Pacaya-Samiria,Pacaya,LORETO,LORETO,PARINARI,160302.0,EXTRANJERO,ADULTO MAYOR,20220430,19,0,0,20240527,1 día,2022,4
RN Tambopata,La Torre,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,EXTRANJERO,MENOR,20230731,30,19,0,20240527,1 día,2023,7
SN los Manglares de Tumbes,No especificado,TUMBES,ZARUMILLA,ZARUMILLA,240301.0,NACIONAL,ADULTO,20220430,101,0,0,20240527,1 día,2022,4
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,EXTRANJERO,ADULTO MAYOR,20220331,1,0,0,20240527,1 día,2022,3
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,NACIONAL,INFANTE,20230531,77,0,0,20240527,1 día,2023,5
ZR Sierra del Divisor,No especificado,UCAYALI,CORONEL PORTILLO,CALLERIA,250101.0,LOCAL,ADULTO MAYOR,20230930,17,0,0,20240527,1 día,2023,9
RP Nor Yauyos-Cochas,Norte,LIMA,YAUYOS,HUANCAYA,151014.0,LOCAL,ADULTO,20230430,247,0,0,20240527,1 día,2023,4
PN Huascarán,Ulta,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,LOCAL,ADULTO MAYOR,20230131,35,0,0,20240527,1 día,2023,1
PN Yanachaga-Chemillén,San Alberto,PASCO,OXAPAMPA,PALCAZU,190304.0,NACIONAL,INFANTE,20220831,3,0,0,20240527,1 día,2022,8
RN Pacaya-Samiria,Samiria,LORETO,LORETO,PARINARI,160302.0,NACIONAL,ADULTO MAYOR,20221031,0,1,0,20240527,2 a 3 días,2022,10
RN de Lachay,No especificado,LIMA,HUAURA,HUACHO,150801.0,LOCAL,ADULTO MAYOR,20220430,2,0,0,20240527,1 día,2022,4
PN del Manu,Alto Andino,MADRE DE DIOS,MANU,MANU,170201.0,LOCAL,ADULTO,20221031,32,0,0,20240527,1 día,2022,10
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,NACIONAL,MENOR,20230930,520,0,0,20240527,1 día,2023,9
SH Bosque de Pomac,No especificado,LAMBAYEQUE,FERREÑAFE,PITIPO,140205.0,NACIONAL,INFANTE,20230228,15,0,0,20240527,1 día,2023,2
PN del Manu,Alto Andino,MADRE DE DIOS,MANU,MANU,170201.0,NACIONAL,ADULTO,20220630,30,0,0,20240527,1 día,2022,6
RN Pacaya-Samiria,Yanayacu,LORETO,LORETO,PARINARI,160302.0,LOCAL,ADULTO,20230831,0,3,0,20240527,2 a 3 días,2023,8
PN del Manu,Alto Andino,MADRE DE DIOS,MANU,MANU,170201.0,EXTRANJERO,ADULTO,20230531,13,0,0,20240527,1 día,2023,5
PN de Tingo María,Tres de Mayo,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100606.0,LOCAL,MENOR,20220430,2,0,0,20240527,1 día,2022,4
SH Machupicchu,Acceso Amazónico,CUSCO,URUBAMBA,MACHUPICCHU,81304.0,EXTRANJERO,MENOR,20230131,49,0,0,20240527,1 día,2023,1
RP Nor Yauyos-Cochas,Centro,LIMA,YAUYOS,HUANCAYA,151014.0,NACIONAL,ADULTO,20230131,137,630,0,20240527,2 a 3 días,2023,1
RVS Laquipampa,Lajas,LAMBAYEQUE,FERREÑAFE,INCAHUASI,140203.0,NACIONAL,MENOR,20230831,4,0,0,20240527,1 día,2023,8
SH Bosque de Pomac,No especificado,LAMBAYEQUE,FERREÑAFE,PITIPO,140205.0,LOCAL,INFANTE,20220228,31,0,0,20240527,1 día,2022,2
PN Huascarán,Ulta,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,NACIONAL,ADULTO,20221031,286,0,0,20240527,1 día,2022,10
PN del Manu,Alto Andino,MADRE DE DIOS,MANU,MANU,170201.0,EXTRANJERO,ADULTO,20220930,3,0,0,20240527,1 día,2022,9
RVS Los Pantanos de Villa,No especificado,LIMA,LIMA,CHORRILLOS,150108.0,LOCAL,ADULTO,20230228,270,0,0,20240527,1 día,2023,2
PN Huascarán,Carpa,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20220331,378,0,0,20240527,1 día,2022,3
PN Yanachaga-Chemillén,San Alberto,PASCO,OXAPAMPA,PALCAZU,190304.0,LOCAL,MENOR,20231130,19,0,0,20240527,1 día,2023,11
PN del Manu,Río Manu,MADRE DE DIOS,MANU,MANU,170201.0,NACIONAL,ADULTO,20220731,0,9,0,20240527,2 a 3 días,2022,7
SH Machupicchu,RCI Ruta 10,CUSCO,URUBAMBA,MACHUPICCHU,81304.0,EXTRANJERO,MENOR,20231130,0,1,0,20240527,2 a 3 días,2023,11
PN del Manu,Río Manu,MADRE DE DIOS,MANU,MANU,170201.0,NACIONAL,ADULTO,20220131,0,1,0,20240527,2 a 3 días,2022,1
SN Lagunas de Mejía,No especificado,AREQUIPA,ISLAY,DEAN VALDIVIA,40703.0,LOCAL,MENOR,20220731,30,0,0,20240527,1 día,2022,7
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,LOCAL,ADULTO,20221231,7192,0,0,20240527,1 día,2022,12
"RN Sistema de Islas, Islotes y Puntas Guaneras",Punta Coles,No especificado,No especificado,No especificado,0.0,LOCAL,MENOR,20230930,69,0,0,20240527,1 día,2023,9
PN Huascarán,Llanganuco,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20230430,800,212,9,20240527,1 día,2023,4
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,NACIONAL,ADULTO,20220930,6553,0,0,20240527,1 día,2022,9
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,NACIONAL,ADULTO,20221031,8145,0,0,20240527,1 día,2022,10
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,NACIONAL,MENOR,20230731,2070,0,0,20240527,1 día,2023,7
SH Machupicchu,RCI Ruta 09,CUSCO,URUBAMBA,MACHUPICCHU,81304.0,EXTRANJERO,INFANTE,20231130,0,55,0,20240527,2 a 3 días,2023,11
PN de Tingo María,Quinceañera,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100606.0,NACIONAL,ADULTO,20220331,64,0,0,20240527,1 día,2022,3
SH Machupicchu,"Ruta 1,2,3",CUSCO,URUBAMBA,MACHUPICCHU,81304.0,EXTRANJERO,ADULTO,20220131,0,0,626,20240527,3 a 30 días,2022,1
PN Huascarán,Carpa,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20230630,302,42,13,20240527,1 día,2023,6
RN Tambopata,La Torre,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,EXTRANJERO,ADULTO MAYOR,20220831,12,2,0,20240527,1 día,2022,8
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,NACIONAL,ADULTO,20230228,1501,0,0,20240527,1 día,2023,2
SH Machupicchu,Acceso Amazónico,CUSCO,URUBAMBA,MACHUPICCHU,81304.0,EXTRANJERO,INFANTE,20230531,303,0,0,20240527,1 día,2023,5
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,LOCAL,INFANTE,20230531,42,0,0,20240527,1 día,2023,5
SH Bosque de Pomac,No especificado,LAMBAYEQUE,FERREÑAFE,PITIPO,140205.0,EXTRANJERO,ADULTO,20220331,27,0,0,20240527,1 día,2022,3
RN Pacaya-Samiria,Yanayacu,LORETO,LORETO,PARINARI,160302.0,NACIONAL,ADULTO,20231031,32,33,7,20240527,2 a 3 días,2023,10
RN del Titicaca,Chimu,PUNO,HUANCANE,HUANCANE,210601.0,NACIONAL,ADULTO,20220331,2,0,0,20240527,1 día,2022,3
RN Allpahuayo Mishana,Yarana,LORETO,MAYNAS,SAN JUAN BAUTISTA,160113.0,EXTRANJERO,ADULTO,20220331,0,9,0,20240527,2 a 3 días,2022,3
SN Lagunas de Mejía,No especificado,AREQUIPA,ISLAY,DEAN VALDIVIA,40703.0,LOCAL,ADULTO,20230731,86,0,0,20240527,1 día,2023,7
ZR Sierra del Divisor,No especificado,UCAYALI,CORONEL PORTILLO,CALLERIA,250101.0,LOCAL,ADULTO,20230228,630,0,0,20240527,1 día,2023,2
RN Pacaya-Samiria,Yanayacu,LORETO,LORETO,PARINARI,160302.0,NACIONAL,ADULTO,20220131,43,27,3,20240527,1 día,2022,1
RN de Paracas,No especificado,ICA,No especificado,No especificado,0.0,LOCAL,ADULTO MAYOR,20230630,161,0,0,20240527,1 día,2023,6
RN del Titicaca,Titino,PUNO,HUANCANE,HUANCANE,210601.0,NACIONAL,ADULTO,20230930,383,0,0,20240527,1 día,2023,9
"RN Sistema de Islas, Islotes y Puntas Guaneras",Islas Guañape,No especificado,No especificado,No especificado,0.0,LOCAL,MENOR,20230430,11,0,0,20240527,1 día,2023,4
PN Huascarán,Llanganuco (Laguna 69),ANCASH,HUARAZ,INDEPENDENCIA,20105.0,EXTRANJERO,ADULTO,20230531,11,0,0,20240527,1 día,2023,5
SN de Huayllay,No especificado,PASCO,PASCO,HUAYLLAY,190104.0,EXTRANJERO,ADULTO,20230731,30,0,0,20240527,1 día,2023,7
RN Pacaya-Samiria,Tibilo,LORETO,LORETO,PARINARI,160302.0,EXTRANJERO,ADULTO,20231031,0,17,6,20240527,2 a 3 días,2023,10
RN Tambopata,Sandoval,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,LOCAL,ADULTO,20220430,7,0,0,20240527,1 día,2022,4
RN Pacaya-Samiria,Yanayacu,LORETO,LORETO,PARINARI,160302.0,NACIONAL,ADULTO,20230930,1,25,12,20240527,2 a 3 días,2023,9
PN del Río Abiseo,No especificado,SAN MARTIN,MARISCAL CACERES,HUICUNGO,220603.0,EXTRANJERO,ADULTO MAYOR,20230731,0,3,0,20240527,2 a 3 días,2023,7
PN de Cutervo,No especificado,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,60612.0,NACIONAL,MENOR,20230131,2,0,0,20240527,1 día,2023,1
RN Tambopata,Sandoval,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101.0,LOCAL,ADULTO,20230131,7,0,0,20240527,1 día,2023,1
SH Machupicchu,"Ruta 1,2,3 y 5",CUSCO,URUBAMBA,MACHUPICCHU,81304.0,EXTRANJERO,INFANTE,20220531,0,0,3,20240527,3 a 30 días,2022,5
SH de la Pampa de Ayacucho,No especificado,AYACUCHO,HUAMANGA,QUINUA,50108.0,LOCAL,ADULTO MAYOR,20230930,204,0,0,20240527,1 día,2023,9
PN Huascarán,Churup,ANCASH,HUARAZ,INDEPENDENCIA,20105.0,LOCAL,ADULTO,20230331,87,0,0,20240527,1 día,2023,3
PN del Río Abiseo,No especificado,SAN MARTIN,MARISCAL CACERES,HUICUNGO,220603.0,NACIONAL,ADULTO,20220331,0,16,7,20240527,2 a 3 días,2022,3
SH Bosque de Pomac,No especificado,LAMBAYEQUE,FERREÑAFE,PITIPO,140205.0,NACIONAL,ADULTO,20230731,68,0,0,20240527,1 día,2023,7
RN de Lachay,No especificado,LIMA,HUAURA,HUACHO,150801.0,EXTRANJERO,ADULTO,20220131,15,0,0,20240527,1 día,2022,1
RVS Los Pantanos de Villa,No especificado,LIMA,LIMA,CHORRILLOS,150108.0,EXTRANJERO,ADULTO,20230430,51,0,0,20240527,1 día,2023,4
